Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples
AML	ENSG00000198586.13	TLK1	ENST00000431350.6	ENST00000434911.6	1	1	1	1	TARGET-20-PAEIKD-04,TARGET-20-PASCRZ-04	Driver interactor	2
AML	ENSG00000225205.5	AC093818.1	ENST00000442417.5	ENST00000450443.1	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000172845.13	SP3	ENST00000418194.6	ENST00000310015.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000128654.13	MTX2	ENST00000249442.10	ENST00000443241.5	1	1	1	1	TARGET-20-PASINN-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000144381.16	HSPD1	ENST00000388968.7	ENST00000345042.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000082153.17	BZW1	ENST00000409226.5	ENST00000409600.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000082146.12	STRADB	ENST00000194530.7	ENST00000392249.6	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000144401.14	METTL21A	ENST00000406927.6	ENST00000448007.6	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000138413.13	IDH1	ENST00000345146.6	ENST00000446179.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	Driver	2
AML	ENSG00000144580.13	RQCD1	ENST00000542068.5	ENST00000273064.10	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000135905.18	DOCK10	ENST00000409592.7	ENST00000258390.11	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARBIU-04	No	2
AML	ENSG00000135899.16	SP110	ENST00000258382.9	ENST00000392048.7	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000173692.12	PSMD1	ENST00000308696.10	ENST00000619128.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000124831.18	LRRFIP1	ENST00000289175.10	ENST00000244815.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000176946.11	THAP4	ENST00000407315.5	ENST00000402136.5	1	1	1	1	TARGET-20-PAKERZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000157020.17	SEC13	ENST00000350697.7	ENST00000337354.8	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000132155.11	RAF1	ENST00000251849.8	ENST00000442415.6	1	1	1	1	TARGET-20-PARCVS-04,TARGET-20-PARYVW-04	Driver	2
AML	ENSG00000144713.12	RPL32	ENST00000273223.10	ENST00000435983.5	1	1	1	1	TARGET-20-PARCZL-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000144711.13	IQSEC1	ENST00000618604.4	ENST00000273221.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000182247.9	UBE2E2	ENST00000425792.5	ENST00000613545.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	Driver interactor	2
AML	ENSG00000187118.12	CMC1	ENST00000423894.5	ENST00000466830.5	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000153551.13	CMTM7	ENST00000349718.8	ENST00000334983.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000144635.8	DYNC1LI1	ENST00000273130.8	ENST00000432458.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000093183.13	SEC22C	ENST00000273156.11	ENST00000417572.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000185219.15	ZNF445	ENST00000425708.6	ENST00000396077.6	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PASTUH-04	No	2
AML	ENSG00000011376.9	LARS2	ENST00000265537.7	ENST00000415258.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000144791.9	LIMD1	ENST00000440097.5	ENST00000273317.4	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000178038.16	ALS2CL	ENST00000318962.8	ENST00000383742.7	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000271161.1	BOLA2P2	ENST00000604904.1	ENST00000603861.1	0	0	0	1	TARGET-20-PADZCG-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000132153.14	DHX30	ENST00000457607.1	ENST00000619982.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000224424.7	PRKAR2A-AS1	ENST00000416209.2	ENST00000431705.1	0	0	0	1	TARGET-20-PADZCG-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000178537.9	SLC25A20	ENST00000319017.4	ENST00000430379.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000198218.10	QRICH1	ENST00000357496.6	ENST00000395443.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000172053.14	QARS	ENST00000306125.10	ENST00000414533.5	1	1	1	1	TARGET-20-PARUNX-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000068001.13	HYAL2	ENST00000395139.7	ENST00000357750.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000023330.14	ALAS1	ENST00000469224.5	ENST00000310271.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000247596.8	TWF2	ENST00000305533.9	ENST00000499914.2	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000272886.5	DCP1A	ENST00000294241.10	ENST00000610213.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000174840.8	PDE12	ENST00000487257.1	ENST00000311180.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000168374.10	ARF4	ENST00000303436.10	ENST00000489843.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000163636.10	PSMD6	ENST00000295901.8	ENST00000482510.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000114541.14	FRMD4B	ENST00000398540.7	ENST00000478263.5	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000036054.12	TBC1D23	ENST00000344949.9	ENST00000394144.8	1	1	1	1	TARGET-20-PASCGR-04,TARGET-20-PASGWH-04	No	2
AML	ENSG00000170017.12	ALCAM	ENST00000306107.9	ENST00000472644.6	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PARYVW-04	No	2
AML	ENSG00000196776.14	CD47	ENST00000361309.5	ENST00000355354.11	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000144848.10	ATG3	ENST00000283290.9	ENST00000402314.6	1	1	1	1	TARGET-20-PARFAL-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000176542.9	KIAA2018	ENST00000316407.8	ENST00000491165.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000145088.8	EAF2	ENST00000273668.6	ENST00000451944.2	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000114626.17	ABTB1	ENST00000232744.12	ENST00000453791.6	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000172765.16	TMCC1	ENST00000393238.7	ENST00000426664.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000271270.5	TMCC1-AS1	ENST00000605830.5	ENST00000604747.1	0	0	0	1	TARGET-20-PASCRZ-04,TARGET-20-PASGZS-04	No	2
AML	ENSG00000051382.8	PIK3CB	ENST00000477593.5	ENST00000289153.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver interactor	2
AML	ENSG00000069849.10	ATP1B3	ENST00000286371.7	ENST00000462082.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000136521.12	NDUFB5	ENST00000259037.7	ENST00000493866.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000180834.7	MAP6D1	ENST00000318631.7	ENST00000431348.1	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000073803.13	MAP3K13	ENST00000448876.5	ENST00000265026.7	1	1	1	1	TARGET-20-PARYVW-04,TARGET-20-PASPLU-04	Driver	2
AML	ENSG00000113838.12	TBCCD1	ENST00000338733.9	ENST00000424280.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000156976.14	EIF4A2	ENST00000440191.6	ENST00000323963.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000133657.14	ATP13A3	ENST00000256031.8	ENST00000439040.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000182899.14	RPL35A	ENST00000448864.5	ENST00000464167.5	1	1	0	1	TARGET-20-PAEFGT-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000013810.18	TACC3	ENST00000313288.8	ENST00000612220.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000145220.13	LYAR	ENST00000343470.8	ENST00000452476.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000174130.12	TLR6	ENST00000381950.1	ENST00000436693.6	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PARUNX-04	No	2
AML	ENSG00000156136.9	DCK	ENST00000286648.9	ENST00000504730.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000132466.17	ANKRD17	ENST00000330838.10	ENST00000358602.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000138757.14	G3BP2	ENST00000357854.7	ENST00000395719.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000164096.12	C4orf3	ENST00000504110.1	ENST00000399075.6	1	1	1	1	TARGET-20-PARCVS-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000151458.11	ANKRD50	ENST00000504087.5	ENST00000515641.1	1	1	1	1	TARGET-20-PAEERJ-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000251432.6	RP11-420A23.1	ENST00000511497.5	ENST00000505133.5	0	0	0	1	TARGET-20-PARTAL-04,TARGET-20-PASGWH-04	No	2
AML	ENSG00000145425.9	RPS3A	ENST00000274065.8	ENST00000509736.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000145414.8	NAF1	ENST00000274054.2	ENST00000422287.6	1	1	1	1	TARGET-20-PAEFGT-04,TARGET-20-PARDDY-04	Driver interactor	2
AML	ENSG00000153395.9	LPCAT1	ENST00000283415.3	ENST00000475622.5	1	0	1	1	TARGET-20-PAEDKB-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000145495.14	MARCH6	ENST00000449913.6	ENST00000503788.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000113360.16	DROSHA	ENST00000513349.5	ENST00000511367.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000113407.13	TARS	ENST00000502553.5	ENST00000265112.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	Driver interactor	2
AML	ENSG00000112996.9	MRPS30	ENST00000507110.5	ENST00000622078.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000062194.15	GPBP1	ENST00000506184.6	ENST00000264779.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000164182.10	NDUFAF2	ENST00000296597.9	ENST00000511107.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000153044.9	CENPH	ENST00000283006.6	ENST00000515001.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000164346.9	NSA2	ENST00000610426.4	ENST00000296802.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000113163.15	COL4A3BP	ENST00000261415.11	ENST00000380494.9	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000164329.13	PAPD4	ENST00000453514.5	ENST00000296783.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000175471.19	MCTP1	ENST00000429576.6	ENST00000505078.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000113532.12	ST8SIA4	ENST00000451528.2	ENST00000231461.9	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARBIU-04	No	2
AML	ENSG00000198961.9	PJA2	ENST00000361189.6	ENST00000361557.4	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000047188.15	YTHDC2	ENST00000161863.8	ENST00000515883.5	1	1	1	1	TARGET-20-PASINN-04,TARGET-20-PASPLU-04	Driver interactor	2
AML	ENSG00000173926.5	MARCH3	ENST00000308660.5	ENST00000515241.1	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000164615.4	CAMLG	ENST00000297156.3	ENST00000514518.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000044115.20	CTNNA1	ENST00000302763.11	ENST00000540387.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000280987.2	MATR3	ENST00000502929.5	ENST00000620916.2	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000171604.11	CXXC5	ENST00000511048.1	ENST00000302517.7	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PASCGR-04	No	2
AML	ENSG00000019582.14	CD74	ENST00000353334.10	ENST00000377795.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000172548.14	NIPAL4	ENST00000311946.7	ENST00000435489.6	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PASVVS-04	No	2
AML	ENSG00000134516.15	DOCK2	ENST00000256935.12	ENST00000520908.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASVYA-04	No	2
AML	ENSG00000181163.13	NPM1	ENST00000517671.5	ENST00000296930.9	1	1	0	1	TARGET-20-PARDDY-04,TARGET-20-PASTUH-04	Driver	2
AML	ENSG00000072803.17	FBXW11	ENST00000296933.10	ENST00000265094.9	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000175309.14	PHYKPL	ENST00000308158.9	ENST00000476170.2	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000127022.14	CANX	ENST00000247461.8	ENST00000452673.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000161011.19	SQSTM1	ENST00000626660.1	ENST00000360718.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000197226.12	TBC1D9B	ENST00000355235.7	ENST00000519746.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000111801.15	BTN3A3	ENST00000244519.6	ENST00000361232.7	1	1	1	1	TARGET-20-PARFAL-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000206503.11	HLA-A	ENST00000376809.9	ENST00000376806.9	1	1	1	1	TARGET-20-PALGKX-04,TARGET-20-PASBBE-04	Driver	2
AML	ENSG00000137404.14	NRM	ENST00000376420.9	ENST00000376421.6	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000204525.14	HLA-C	ENST00000376228.9	ENST00000620806.4	1	1	1	1	TARGET-20-PALGKX-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000204389.9	HSPA1A	ENST00000375651.6	ENST00000608703.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000204387.12	C6orf48	ENST00000375640.7	ENST00000375638.7	1	1	0	1	TARGET-20-PAEFGT-04,TARGET-20-PARCVS-04	No	2
AML	ENSG00000223501.8	VPS52	ENST00000445902.2	ENST00000482399.5	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PAEDKB-04	No	2
AML	ENSG00000124614.13	RPS10	ENST00000326199.12	ENST00000621356.2	1	1	0	1	TARGET-20-PARTAL-04,TARGET-20-PARYVW-04	No	2
AML	ENSG00000124596.16	OARD1	ENST00000424266.6	ENST00000480585.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASMYS-04	No	2
AML	ENSG00000112561.17	TFEB	ENST00000373033.5	ENST00000420312.5	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PARLVL-04	No	2
AML	ENSG00000137161.16	CNPY3	ENST00000372836.4	ENST00000394142.7	1	1	1	1	TARGET-20-PARYFN-04,TARGET-20-PASVVS-04	No	2
AML	ENSG00000124587.13	PEX6	ENST00000304611.12	ENST00000244546.4	1	1	1	1	TARGET-20-PADZCG-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000137207.11	YIPF3	ENST00000372422.6	ENST00000506469.5	1	1	1	1	TARGET-20-PARLVL-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000096384.19	HSP90AB1	ENST00000371646.9	ENST00000620073.4	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000112146.16	FBXO9	ENST00000370939.7	ENST00000244426.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000168216.10	LMBRD1	ENST00000370577.7	ENST00000370570.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000156508.17	EEF1A1	ENST00000309268.10	ENST00000331523.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000135341.17	MAP3K7	ENST00000369332.7	ENST00000369329.7	1	1	1	0	TARGET-20-PAKTCX-04,TARGET-20-PASCGR-04	No	2
AML	ENSG00000135596.17	MICAL1	ENST00000358807.7	ENST00000358577.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000123505.14	AMD1	ENST00000368885.7	ENST00000368876.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000196591.11	HDAC2	ENST00000368632.6	ENST00000519108.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000188820.12	FAM26F	ENST00000368605.2	ENST00000368606.7	1	1	1	1	TARGET-20-PARDDY-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000155906.16	RMND1	ENST00000367303.8	ENST00000622845.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PADZCG-04	No	2
AML	ENSG00000092820.17	EZR	ENST00000367075.3	ENST00000392177.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver	2
AML	ENSG00000130363.11	RSPH3	ENST00000252655.1	ENST00000367069.6	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000026297.15	RNASET2	ENST00000508775.5	ENST00000476238.6	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000112584.13	FAM120B	ENST00000537664.5	ENST00000625626.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000239857.6	GET4	ENST00000265857.7	ENST00000407192.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PASPLU-04	No	2
AML	ENSG00000105963.13	ADAP1	ENST00000265846.9	ENST00000617043.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000182095.14	TNRC18	ENST00000430969.5	ENST00000399537.8	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000155034.18	FBXL18	ENST00000382368.7	ENST00000620087.1	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000146574.15	CCZ1B	ENST00000626257.2	ENST00000316731.12	1	1	1	1	TARGET-20-PAEDKB-04,TARGET-20-PASCRZ-04	No	2
AML	ENSG00000106392.10	C1GALT1	ENST00000436587.6	ENST00000223122.3	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PAKTCX-04	No	2
AML	ENSG00000164654.15	MIOS	ENST00000340080.8	ENST00000405785.5	1	1	0	1	TARGET-20-PARUNX-04,TARGET-20-PASGWH-04	No	2
AML	ENSG00000169193.11	CCDC126	ENST00000307471.7	ENST00000409765.5	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PASHYZ-04	No	2
AML	ENSG00000106052.13	TAX1BP1	ENST00000265393.10	ENST00000433216.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000173852.13	DPY19L1	ENST00000310974.8	ENST00000612226.1	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASINN-04	No	2
AML	ENSG00000122545.17	SEPT7	ENST00000435235.5	ENST00000432293.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000272655.1	POLR2J4	ENST00000326391.6	ENST00000418424.1	0	0	0	1	TARGET-20-PAMYAS-04,TARGET-20-PASBBE-04	No	2
AML	ENSG00000106636.7	YKT6	ENST00000496112.5	ENST00000223369.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000196262.13	PPIA	ENST00000451562.5	ENST00000355968.10	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000198874.12	TYW1	ENST00000359626.9	ENST00000615572.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000182487.12	NCF1B	ENST00000432102.5	ENST00000423083.1	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000009954.10	BAZ1B	ENST00000404251.1	ENST00000339594.8	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000049541.10	RFC2	ENST00000055077.7	ENST00000352131.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	Driver interactor	2
AML	ENSG00000272391.5	POM121C	ENST00000607367.5	ENST00000615331.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000160908.14	ZNF394	ENST00000337673.6	ENST00000426306.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000168090.9	COPS6	ENST00000418625.5	ENST00000303904.7	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PAEDKB-04	Driver interactor	2
AML	ENSG00000135269.17	TES	ENST00000358204.8	ENST00000393481.6	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PASVVS-04	No	2
AML	ENSG00000048405.9	ZNF800	ENST00000265827.7	ENST00000393313.5	1	1	0	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000106348.16	IMPDH1	ENST00000348127.10	ENST00000496200.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000106554.11	CHCHD3	ENST00000262570.9	ENST00000448878.5	1	1	1	1	TARGET-20-PASCRZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000106144.19	CASP2	ENST00000310447.9	ENST00000619992.4	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000127399.14	LRRC61	ENST00000359623.8	ENST00000323078.7	1	1	0	1	TARGET-20-PAKTCX-04,TARGET-20-PALGKX-04	No	2
AML	ENSG00000033100.14	CHPF2	ENST00000035307.6	ENST00000495645.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000239911.2	PRKAG2-AS1	ENST00000467458.2	ENST00000464464.1	0	0	0	1	TARGET-20-PABLDZ-04,TARGET-20-PARDDY-04	No	2
AML	ENSG00000167034.9	NKX3-1	ENST00000380871.4	ENST00000523261.1	1	1	1	1	TARGET-20-PASHYZ-04,TARGET-20-PASYJI-04	No	2
AML	ENSG00000133872.13	SARAF	ENST00000256255.10	ENST00000545648.2	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	No	2
AML	ENSG00000104671.7	DCTN6	ENST00000221114.7	ENST00000520829.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARYFN-04	No	2
AML	ENSG00000165102.14	HGSNAT	ENST00000379644.8	ENST00000521576.1	1	1	1	1	TARGET-20-PARYVW-04,TARGET-20-PASWAJ-04	No	2
AML	ENSG00000147576.15	ADHFE1	ENST00000396623.7	ENST00000415254.5	1	1	1	1	TARGET-20-PARYFN-04,TARGET-20-PASJGZ-04	No	2
AML	ENSG00000245910.8	SNHG6	ENST00000520944.5	ENST00000520348.5	0	0	0	1	TARGET-20-PADYIR-04,TARGET-20-PAMYAS-04	No	2
AML	ENSG00000067167.7	TRAM1	ENST00000262213.6	ENST00000521425.5	1	1	1	1	TARGET-20-PAKTCX-04,TARGET-20-PARYVW-04	Driver interactor	2
AML	ENSG00000147604.13	RPL7	ENST00000352983.6	ENST00000396466.5	1	1	1	1	TARGET-20-PABLDZ-04,TARGET-20-PATDNN-04	Driver interactor	2
AML	ENSG00000156471.12	PTDSS1	ENST00000517309.5	ENST00000522072.1	1	1	1	1	TARGET-20-PASGWH-04,TARGET-20-PASXNR-04	No	2
