Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	UTR_change	Samples	Driver	num_samples	Pfam_change	Prosite_change	Functional	p_recurrent
ALL	ENSG00000185745.9	IFIT1	ENST00000371804.3	ENST00000546318.2	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPDUV-04,TARGET-10-PAPLDM-04,TARGET-10-PARFTR-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000214435.7	AS3MT	ENST00000369880.7	ENST00000615257.1	1	1	1	1	TARGET-10-PARFLV-04,TARGET-10-PARGHW-04,TARGET-10-PARMXF-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000099204.18	ABLIM1	ENST00000392952.7	ENST00000392955.7	1	1	1	1	TARGET-10-PAPLTZ-04,TARGET-10-PAPZNK-04,TARGET-10-PARJZZ-04,TARGET-10-PATCTI-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000095574.11	IKZF5	ENST00000368886.9	ENST00000617859.4	1	1	0	1	TARGET-10-PAPACP-04,TARGET-10-PAPEJN-04,TARGET-10-PARXMC-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000132334.16	PTPRE	ENST00000306042.9	ENST00000254667.7	1	1	1	1	TARGET-10-PAPLDL-04,TARGET-10-PAPZST-04,TARGET-10-PARBRK-04,TARGET-10-PARMXF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000171813.13	PWWP2B	ENST00000305233.5	ENST00000631148.2	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PANYGB-04,TARGET-10-PAPMFI-04,TARGET-10-PARIAD-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000151651.15	ADAM8	ENST00000445355.7	ENST00000415217.7	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPJIB-04,TARGET-10-PAPZNK-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000099849.14	RASSF7	ENST00000397582.7	ENST00000454668.2	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPNFY-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000177225.16	PDDC1	ENST00000319863.12	ENST00000526325.5	1	1	1	1	TARGET-10-PAPVTA-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000213934.6	HBG1	ENST00000330597.3	ENST00000632727.1	1	1	1	1	TARGET-10-PAPMFI-04,TARGET-10-PARBVI-04,TARGET-10-PARIAD-04,TARGET-10-PARPRW-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000175104.14	TRAF6	ENST00000526995.5	ENST00000348124.5	1	1	0	1	TARGET-10-PAPDJM-04,TARGET-10-PAPLDL-04,TARGET-10-PAPSPN-04,TARGET-10-PARMSP-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000110042.7	DTX4	ENST00000227451.3	ENST00000532982.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPLDL-04,TARGET-10-PARAKF-04,TARGET-10-PARPRW-04	Driver interactor	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000124942.13	AHNAK	ENST00000378024.8	ENST00000530124.5	1	1	1	1	TARGET-10-PAPEFH-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000149798.4	CDC42EP2	ENST00000279249.2	ENST00000533419.1	1	1	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPAGK-04,TARGET-10-PAPIJB-04,TARGET-10-PAPJHB-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000176973.7	FAM89B	ENST00000530349.1	ENST00000449319.2	1	1	1	1	TARGET-10-PAPMFI-04,TARGET-10-PAPNFY-04,TARGET-10-PARNMF-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000255517.6	CTD-3074O7.5	ENST00000527092.5	ENST00000533502.1	0	0	0	1	TARGET-10-PAPNFY-04,TARGET-10-PARGHW-04,TARGET-10-PASHUI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000174483.19	BBS1	ENST00000318312.11	ENST00000630659.2	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000132740.8	IGHMBP2	ENST00000255078.7	ENST00000539224.1	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPZST-04,TARGET-10-PARFLV-04,TARGET-10-PATCTI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000149257.13	SERPINH1	ENST00000358171.7	ENST00000533603.5	1	1	0	1	TARGET-10-PANXPE-04,TARGET-10-PAPNFY-04,TARGET-10-PAPZST-04,TARGET-10-PARMXF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000171202.6	TMEM126A	ENST00000528105.5	ENST00000304511.6	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PARIAD-04,TARGET-10-PARXMC-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000149212.10	SESN3	ENST00000536441.5	ENST00000416495.6	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PARGHW-04,TARGET-10-PASFXA-04,TARGET-10-PASKAY-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000172273.12	HINFP	ENST00000350777.6	ENST00000527410.3	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PAPNFY-04,TARGET-10-PAPNMY-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000023171.14	GRAMD1B	ENST00000529750.5	ENST00000450171.2	1	1	1	1	TARGET-10-PAPHJF-04,TARGET-10-PAPNFY-04,TARGET-10-PAPNMY-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000151502.10	VPS26B	ENST00000281187.9	ENST00000525095.2	1	1	0	1	TARGET-10-PAPAGK-04,TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PARJZZ-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000139192.11	TAPBPL	ENST00000266556.7	ENST00000544021.5	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPJHB-04,TARGET-10-PAPNFY-04,TARGET-10-PATCTI-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000219410.5	RP4-761J14.8	ENST00000396799.3	ENST00000586338.1	0	0	0	1	TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04,TARGET-10-PARAKF-04,TARGET-10-PARPRW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000240399.1	RP1-228P16.1	ENST00000468202.1	ENST00000463559.1	0	0	0	1	TARGET-10-PAPNNX-04,TARGET-10-PAPSPG-04,TARGET-10-PARIAD-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000129315.9	CCNT1	ENST00000618666.4	ENST00000261900.7	1	1	1	1	TARGET-10-PAPHJF-04,TARGET-10-PARFTR-04,TARGET-10-PARGHW-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000258057.5	BCDIN3D-AS1	ENST00000548872.5	ENST00000549124.1	0	0	0	1	TARGET-10-PAPJIB-04,TARGET-10-PAPNMY-04,TARGET-10-PARFTR-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000110911.14	SLC11A2	ENST00000262051.11	ENST00000262052.9	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PARAKF-04,TARGET-10-PARLAF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000123358.19	NR4A1	ENST00000394825.5	ENST00000360284.7	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PAPVTA-04,TARGET-10-PARIAD-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000170515.13	PA2G4	ENST00000303305.10	ENST00000552766.5	1	1	1	1	TARGET-10-PAPLDL-04,TARGET-10-PAPNNX-04,TARGET-10-PARBRK-04,TARGET-10-PARPRW-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000166598.12	HSP90B1	ENST00000299767.9	ENST00000614327.1	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPDWT-04,TARGET-10-PAPGFP-04,TARGET-10-PARNMF-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000111344.11	RASAL1	ENST00000546530.5	ENST00000548055.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPLDL-04,TARGET-10-PAPNNX-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000110871.14	COQ5	ENST00000288532.10	ENST00000445328.6	1	1	1	1	TARGET-10-PAPCVZ-04,TARGET-10-PAPNFY-04,TARGET-10-PARNMF-04,TARGET-10-PASHUI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000158023.9	WDR66	ENST00000397454.2	ENST00000288912.8	1	1	1	1	TARGET-10-PARFTR-04,TARGET-10-PARIAD-04,TARGET-10-PASKAY-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000051825.14	MPHOSPH9	ENST00000606320.5	ENST00000541076.6	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PANZPJ-04,TARGET-10-PAPNFY-04,TARGET-10-PARPRW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000132953.16	XPO4	ENST00000255305.10	ENST00000400602.2	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPIJB-04,TARGET-10-PARJSR-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000122026.10	RPL21	ENST00000311549.10	ENST00000272274.8	1	1	0	1	TARGET-10-PANUSN-04,TARGET-10-PAPHJF-04,TARGET-10-PARFTR-04,TARGET-10-PARMSP-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000083544.13	TDRD3	ENST00000621840.4	ENST00000377881.6	1	1	1	1	TARGET-10-PAPZNK-04,TARGET-10-PARLAF-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000102524.11	TNFSF13B	ENST00000375887.8	ENST00000542136.1	1	1	1	1	TARGET-10-PARGHW-04,TARGET-10-PARNMF-04,TARGET-10-PASKAY-04,TARGET-10-PATCTI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000196792.11	STRN3	ENST00000355683.9	ENST00000357479.9	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPRCS-04,TARGET-10-PAPVTA-04,TARGET-10-PARFLV-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000100485.11	SOS2	ENST00000216373.9	ENST00000543680.5	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04,TARGET-10-PARBRK-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000100519.11	PSMC6	ENST00000612399.4	ENST00000606149.5	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPIJB-04,TARGET-10-PAPZNK-04,TARGET-10-PAPZST-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000140044.12	JDP2	ENST00000267569.5	ENST00000419727.6	1	1	1	1	TARGET-10-PAPDWT-04,TARGET-10-PAPHJF-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000206190.11	ATP10A	ENST00000356865.10	ENST00000619904.1	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PAPACP-04,TARGET-10-PARFTR-04,TARGET-10-PARLAF-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000103966.9	EHD4	ENST00000220325.8	ENST00000612090.1	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPN-04,TARGET-10-PARBRK-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000092529.22	CAPN3	ENST00000397204.8	ENST00000397200.8	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PARBRK-04,TARGET-10-PARLAF-04	No	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000137822.12	TUBGCP4	ENST00000564079.5	ENST00000260383.11	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPAGK-04,TARGET-10-PAPSPN-04,TARGET-10-PARFTR-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000138593.8	SECISBP2L	ENST00000559471.5	ENST00000261847.7	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PANSHK-04,TARGET-10-PAPHJF-04,TARGET-10-PAPSPN-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000197535.14	MYO5A	ENST00000356338.10	ENST00000399231.7	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPIJB-04,TARGET-10-PASKAY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000140350.15	ANP32A	ENST00000465139.6	ENST00000560303.1	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPLDL-04,TARGET-10-PARBRK-04,TARGET-10-PASFXA-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000179151.11	EDC3	ENST00000315127.8	ENST00000568176.5	1	1	0	1	TARGET-10-PAPCVZ-04,TARGET-10-PAPNFY-04,TARGET-10-PAPVTA-04,TARGET-10-PAPZST-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000103740.9	ACSBG1	ENST00000258873.8	ENST00000560817.5	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPRCS-04,TARGET-10-PAPSPG-04,TARGET-10-PARGFV-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000255769.7	GOLGA2P10	ENST00000618004.4	ENST00000550961.6	0	0	0	1	TARGET-10-PAPACP-04,TARGET-10-PAPJIB-04,TARGET-10-PARMXF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000185033.14	SEMA4B	ENST00000411539.6	ENST00000332496.10	1	1	0	1	TARGET-10-PANSDA-04,TARGET-10-PANUSN-04,TARGET-10-PAPACP-04,TARGET-10-PARMXF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000131876.16	SNRPA1	ENST00000254193.10	ENST00000626000.1	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPLDL-04,TARGET-10-PAPSPN-04,TARGET-10-PAPZST-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000206053.12	HN1L	ENST00000248098.7	ENST00000562684.5	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPZST-04,TARGET-10-PARFLV-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000167962.12	ZNF598	ENST00000431526.5	ENST00000563630.5	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PARBVI-04,TARGET-10-PARMXF-04,TARGET-10-PARXMC-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000065054.13	SLC9A3R2	ENST00000566198.1	ENST00000432365.6	1	1	1	1	TARGET-10-PAPHJF-04,TARGET-10-PAPPGN-04,TARGET-10-PASFXA-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000140694.16	PARN	ENST00000437198.6	ENST00000341484.11	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PANXPE-04,TARGET-10-PARAKF-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000183426.15	NPIPA1	ENST00000328085.10	ENST00000618714.4	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PAPMVB-04,TARGET-10-PARFLV-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000177455.11	CD19	ENST00000538922.5	ENST00000324662.7	1	1	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPZST-04,TARGET-10-PARMXF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000102910.13	LONP2	ENST00000285737.8	ENST00000535754.5	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNNX-04,TARGET-10-PAPRCS-04,TARGET-10-PAPZNK-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000121274.12	PAPD5	ENST00000436909.7	ENST00000561678.5	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPZNK-04,TARGET-10-PARGHW-04,TARGET-10-PARLAF-04	Driver	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000167208.14	SNX20	ENST00000330943.8	ENST00000568993.5	1	0	1	1	TARGET-10-PAPDJM-04,TARGET-10-PARGVZ-04,TARGET-10-PARXMC-04,TARGET-10-PATCTI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000102931.7	ARL2BP	ENST00000219204.7	ENST00000562023.5	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPCVZ-04,TARGET-10-PAPMFI-04,TARGET-10-PARFTR-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000103042.8	SLC38A7	ENST00000219320.8	ENST00000570101.5	1	1	0	1	TARGET-10-PANZPJ-04,TARGET-10-PAPZST-04,TARGET-10-PARLAF-04,TARGET-10-PARXMC-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000125149.11	C16orf70	ENST00000219139.7	ENST00000569600.5	1	1	0	1	TARGET-10-PAPGFP-04,TARGET-10-PARGVZ-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000102890.14	ELMO3	ENST00000477898.5	ENST00000360833.5	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPACP-04,TARGET-10-PARFLV-04,TARGET-10-PARNMF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000141084.10	RANBP10	ENST00000317506.7	ENST00000602677.5	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPNMY-04,TARGET-10-PATCTI-04	Driver interactor	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000124067.16	SLC12A4	ENST00000316341.7	ENST00000422611.6	1	1	1	1	TARGET-10-PANYGB-04,TARGET-10-PAPMFI-04,TARGET-10-PARNMF-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000184939.15	ZFP90	ENST00000398253.6	ENST00000570495.5	1	1	0	1	TARGET-10-PAPZST-04,TARGET-10-PARAKF-04,TARGET-10-PARMSP-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000102984.14	ZNF821	ENST00000611294.4	ENST00000564134.5	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPNMY-04,TARGET-10-PAPZST-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000140941.12	MAP1LC3B	ENST00000268607.9	ENST00000565788.1	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPECF-04,TARGET-10-PAPJHB-04,TARGET-10-PARJSR-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000132388.12	UBE2G1	ENST00000396981.6	ENST00000572484.5	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPLDL-04,TARGET-10-PARBVI-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000198920.9	KIAA0753	ENST00000361413.7	ENST00000572370.5	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PAPZNK-04,TARGET-10-PARIAD-04,TARGET-10-PARMXF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000091542.8	ALKBH5	ENST00000399138.4	ENST00000541285.1	1	1	1	1	TARGET-10-PANZPJ-04,TARGET-10-PAPACP-04,TARGET-10-PARFTR-04,TARGET-10-PATCTI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000177731.15	FLII	ENST00000327031.8	ENST00000579294.5	1	1	1	1	TARGET-10-PANCVR-04,TARGET-10-PANSDA-04,TARGET-10-PAPDUV-04,TARGET-10-PAPHJF-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000270091.1	RP11-78O7.2	ENST00000602353.1	ENST00000602532.1	0	0	0	1	TARGET-10-PAPDWT-04,TARGET-10-PAPNNX-04,TARGET-10-PAPVTA-04,TARGET-10-PARAKF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000108599.14	AKAP10	ENST00000225737.10	ENST00000395536.7	1	1	1	1	TARGET-10-PAPZST-04,TARGET-10-PARAKF-04,TARGET-10-PARBVI-04,TARGET-10-PARIAD-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000006125.16	AP2B1	ENST00000621914.4	ENST00000628168.1	1	1	1	1	TARGET-10-PAPJIB-04,TARGET-10-PARGFV-04,TARGET-10-PARLAF-04	Driver interactor	3	TRUE	FALSE	Yes	0.45309753864995794
ALL	ENSG00000108352.11	RAPGEFL1	ENST00000264644.10	ENST00000620260.4	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PAPCVZ-04,TARGET-10-PAPNMY-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000260793.2	RP5-882C2.2	ENST00000563394.1	ENST00000588279.1	0	0	0	1	TARGET-10-PAPIJB-04,TARGET-10-PAPZST-04,TARGET-10-PARPRW-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000011052.21	NME2	ENST00000393193.6	ENST00000376392.10	1	1	1	1	TARGET-10-PANYYV-04,TARGET-10-PAPIJB-04,TARGET-10-PAPMFI-04,TARGET-10-PARGFV-04	Driver interactor	4	FALSE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000134508.12	CABLES1	ENST00000256925.11	ENST00000420687.2	1	1	1	1	TARGET-10-PANUSN-04,TARGET-10-PAPDUV-04,TARGET-10-PAPEFH-04,TARGET-10-PARFTR-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000118276.11	B4GALT6	ENST00000306851.9	ENST00000383131.3	1	1	1	1	TARGET-10-PAPHJF-04,TARGET-10-PARFTR-04,TARGET-10-PARIAD-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000141682.11	PMAIP1	ENST00000316660.6	ENST00000269518.9	1	1	1	1	TARGET-10-PAPACP-04,TARGET-10-PAPDJM-04,TARGET-10-PAPHJF-04,TARGET-10-PARJSR-04	Driver interactor	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000134444.13	KIAA1468	ENST00000398130.6	ENST00000256858.10	1	1	1	1	TARGET-10-PAPDJM-04,TARGET-10-PAPEFH-04,TARGET-10-PAPNNX-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000197561.6	ELANE	ENST00000263621.1	ENST00000590230.5	1	1	0	1	TARGET-10-PANSDA-04,TARGET-10-PANZPJ-04,TARGET-10-PARMSP-04,TARGET-10-PARMXF-04	Driver	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000171105.13	INSR	ENST00000341500.9	ENST00000302850.9	1	1	1	1	TARGET-10-PAPRCS-04,TARGET-10-PAPSPG-04,TARGET-10-PAPSPN-04,TARGET-10-PARPRW-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000183019.7	MCEMP1	ENST00000333598.7	ENST00000597445.1	1	1	1	1	TARGET-10-PAPNMY-04,TARGET-10-PAPRCS-04,TARGET-10-PARLAF-04,TARGET-10-PARPRW-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000105371.8	ICAM4	ENST00000380770.3	ENST00000340992.4	1	1	1	1	TARGET-10-PAPNMY-04,TARGET-10-PARNMF-04,TARGET-10-PATCTI-04	No	3	FALSE	FALSE	No	0.45309753864995794
ALL	ENSG00000132024.17	CC2D1A	ENST00000318003.11	ENST00000589606.5	1	1	1	1	TARGET-10-PANTSM-04,TARGET-10-PAPNFY-04,TARGET-10-PARBRK-04,TARGET-10-PARLAF-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000127533.3	F2RL3	ENST00000248076.3	ENST00000599210.1	1	1	1	1	TARGET-10-PAPGFP-04,TARGET-10-PAPRCS-04,TARGET-10-PARGHW-04,TARGET-10-PARNMF-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000130517.13	PGPEP1	ENST00000269919.10	ENST00000597431.2	1	1	1	1	TARGET-10-PARAKF-04,TARGET-10-PARIAD-04,TARGET-10-PARNMF-04	No	3	FALSE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000124459.11	ZNF45	ENST00000615985.4	ENST00000269973.9	1	1	0	1	TARGET-10-PAPNFY-04,TARGET-10-PAPNMY-04,TARGET-10-PARGHW-04,TARGET-10-PARGVZ-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000104812.14	GYS1	ENST00000323798.7	ENST00000263276.6	1	1	1	1	TARGET-10-PANXPE-04,TARGET-10-PARLAF-04,TARGET-10-PARNMF-04,TARGET-10-PATCTI-04	No	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000196961.12	AP2A1	ENST00000354293.9	ENST00000359032.9	1	1	1	1	TARGET-10-PANSHK-04,TARGET-10-PANXPE-04,TARGET-10-PAPECF-04,TARGET-10-PAPGFP-04	Driver interactor	4	FALSE	FALSE	No	0.2372378134479852
ALL	ENSG00000182986.12	ZNF320	ENST00000391781.6	ENST00000597909.5	1	1	1	1	TARGET-10-PAPAGK-04,TARGET-10-PAPNMY-04,TARGET-10-PARGHW-04	No	3	TRUE	TRUE	Yes	0.45309753864995794
ALL	ENSG00000179943.7	FIZ1	ENST00000221665.4	ENST00000592585.1	1	1	1	1	TARGET-10-PARAKF-04,TARGET-10-PARBVI-04,TARGET-10-PARJSR-04,TARGET-10-PARPRW-04	No	4	TRUE	TRUE	Yes	0.2372378134479852
ALL	ENSG00000125875.13	TBC1D20	ENST00000354200.4	ENST00000461304.5	1	0	1	1	TARGET-10-PAPNNX-04,TARGET-10-PAPSPN-04,TARGET-10-PAPZST-04,TARGET-10-PARPRW-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000089048.14	ESF1	ENST00000202816.5	ENST00000617257.1	1	1	1	1	TARGET-10-PAPIJB-04,TARGET-10-PAPZNK-04,TARGET-10-PARAKF-04,TARGET-10-PATCTI-04	No	4	TRUE	FALSE	Yes	0.2372378134479852
ALL	ENSG00000101346.11	POFUT1	ENST00000375749.7	ENST00000375730.3	1	1	1	1	TARGET-10-PANSDA-04,TARGET-10-PANSHK-04,TARGET-10-PAPACP-04,TARGET-10-PARGHW-04	No	4	FALSE	FALSE	No	0.2372378134479852
